Day,Exponential_Pred,Logistic_Pred,Richards_Pred,Gompertz_Pred,Simple Average_Pred
314.0,18641.810290394948,17749.452053508194,17659.28026686028,16558.288245997064,21300.213073528146
315.0,18709.750165446196,17812.322036699712,17722.642130857315,16627.36192653477,21379.074639715407
316.0,18777.878380472106,17875.43561787958,17786.248476850546,16696.796786934705,21458.004614913276
317.0,18846.195457580598,17938.79357048118,17850.1000781028,16766.5933981837,21537.002958841815
318.0,18914.70192032694,18002.39666895301,17914.19770888374,16836.7523238067,21616.069630997612
319.0,18983.398293717783,18066.245688746585,17978.5421444577,16907.27411983857,21695.20459065375
320.0,19052.285104215178,18130.341406304153,18043.13416107143,16978.15933479623,21774.40779685986
321.0,19121.36287974061,18194.684599046275,18107.974535941616,17049.408509651377,21853.679208442103
322.0,19190.632149679048,18259.27604535929,18173.064047242322,17121.022177803476,21933.018784003223
323.0,19260.093444882994,18324.1165245826,18238.40347409226,17193.00086505327,22012.426481922506
324.0,19329.747297676568,18389.206816995862,18303.993596541935,17265.34508957672,22091.902260355833
325.0,19399.594241859566,18454.547703805958,18369.835195560598,17338.055361899358,22171.44607723569
326.0,19469.63481271155,18520.139967133884,18435.92905302314,17411.13218487105,22251.0578902712
327.0,19539.869546995986,18585.984390001468,18502.275951696723,17484.576053641307,22330.737656948113
328.0,19610.29898296432,18652.08175631796,18568.876675227362,17558.387455634835,22410.48533452884
329.0,19680.923660360102,18718.432850866415,18635.732008126306,17632.566870527742,22490.3008800525
330.0,19751.744120423165,18785.038459290005,18702.842735756298,17707.11477022404,22570.1842503349
331.0,19822.760905893716,18851.899368078117,18770.209644317663,17782.031618832618,22650.135401968633
332.0,19893.974561016534,18919.01636455234,18837.833520834243,17857.31787264468,22730.154291323004
333.0,19965.385631545138,18986.39023685231,18905.715153139212,17932.97398011158,22810.24087454414
334.0,20036.99466474594,19054.021773921333,18973.855329860697,18009.000381823178,22890.39510755501
335.0,20108.802209402485,19121.91176549194,19042.254840407273,18085.397510486517,22970.616946055412
336.0,20180.80881581961,19190.061002071216,19110.91447495332,18162.16579090507,23050.90634552206
337.0,20253.015035827706,19258.470274926065,19179.835024424166,18239.30563995833,23131.26326120859
338.0,20325.421422786898,19327.140376068215,19249.017280481126,18316.8174665819,23211.68764814559
339.0,20398.028531591335,19396.072098239125,19318.46203550638,18394.701671747993,23292.179461140684
340.0,20470.836918673405,19465.26623489475,19388.170082587687,18472.958648446416,23372.7386547785
341.0,20543.847142008017,19534.723580190097,19458.1422155029,18551.588781665967,23453.36518342077
342.0,20617.059761116878,19604.444928963687,19528.379228704434,18630.59244837625,23534.059001206355
343.0,20690.475337072778,19674.431076721794,19598.881917303435,18709.97001751003,23614.820062051273
344.0,20764.094432503884,19744.682819622554,19669.651077053884,18789.721849945912,23695.648319648757
345.0,20837.917611598048,19815.20095445993,19740.687504336533,18869.848298491568,23776.543727469325
346.0,20911.945440107163,19885.98627864751,19811.991996142613,18950.34970786734,23857.506238760794
347.0,20986.178485351444,19957.039590202094,19883.565350057495,19031.226414690333,23938.535806548327
348.0,21060.617316223837,20028.361687727196,19955.408364244064,19112.478747458917,24019.632383634536
349.0,21135.262503194328,20099.95337039633,20027.52183742601,19194.107026537706,24100.795922599464
350.0,21210.114618314343,20171.81543793616,20099.90656887094,19276.111564142964,24182.026375800702
351.0,21285.17423522112,20243.948690609446,20172.5633583733,19358.492664328456,24263.32369537341
352.0,21360.44192914211,20316.3539291979,20245.493006237186,19441.250622971766,24344.68783323039
353.0,21435.918276899392,20389.031954984777,20318.696313258904,19524.38572776103,24426.118741062128
354.0,21511.60385691408,20461.983569737386,20392.174080709454,19607.898258182133,24507.616370336877
355.0,21587.499249210756,20535.209575689412,20465.92711031678,19691.78848550633,24589.180672300718
356.0,21663.60503542193,20608.710775523014,20539.9562042479,19776.05667277838,24670.81159797759
357.0,21739.921798792493,20682.48797235085,20614.26216509082,19860.703074804984,24752.509098169412
358.0,21816.450124184168,20756.541969697828,20688.84579583634,19945.727938143835,24834.273123456118
359.0,21893.19059808001,20830.873571482818,20763.70789985961,20031.13150109299,24916.103624195704
360.0,21970.143808588906,20905.483582000044,20838.8492809016,20116.913993680733,24998.000550524346
361.0,22047.31034545007,20980.37280590042,20914.27074305033,20203.075637655886,25079.963852356446
362.0,22124.69080003755,21055.542048172658,20989.973090721964,20289.61664647852,25161.993479384706
363.0,22202.2857653648,21130.992114124252,21065.957128641763,20376.537225311185,25244.08938108021
364.0,22280.095836089185,21206.723809362207,21142.223661824748,20463.837571010466,25326.25150669249
365.0,22358.12160851656,21282.737939773695,21218.773495556346,20551.517872119108,25408.479805249637
366.0,22436.36368060582,21359.035311506446,21295.607435372738,20639.578308858505,25490.77422555833
367.0,22514.82265197351,21435.616730949034,21372.72628704109,20728.01905312162,25573.134716203964
368.0,22593.499123898404,21512.48300471098,21450.13085653961,20816.840268466396,25655.5612255507
369.0,22672.393699326116,21589.634939602594,21527.821950037396,20906.042110109534,25738.05370174158
370.0,22751.50698287371,21667.073342614774,21605.800373874128,20995.624724920817,25820.612092698593
371.0,22830.839580834345,21744.799020898507,21684.06693453961,21085.5882514177,25903.23634612277
372.0,22910.392101181937,21822.81278174431,21762.622438653067,21175.93281976057,25985.926409494274
373.0,22990.16515357577,21901.115432561368,21841.46769294232,21266.65855174818,26068.68223007249
374.0,23070.159349365233,21979.707780856592,21920.603504222796,21357.765560813725,26151.503754896126
375.0,23150.37530159445,22058.590634213448,22000.03067937626,21449.253952021252,26234.39093078331
376.0,23230.813625007006,22137.764800270612,22079.7500253295,21541.123822062516,26317.34370433164
377.0,23311.474936050643,22217.231086700504,22159.762349032724,21633.37525925425,26400.362021918383
378.0,23392.359852882008,22296.99030118751,22240.06845743784,21726.008343535912,26483.445829700464
379.0,23473.468995371357,22377.04325140617,22320.66915747654,21819.023146467844,26566.595073614644
380.0,23554.802985107337,22457.39074499908,22401.56525603816,21912.419731229813,26649.809699377587
381.0,23636.36244540174,22538.033589554692,22482.75755994743,22006.19815262004,26733.08965248598
382.0,23718.14800129426,22618.97259258484,22564.24687594198,22100.358457054615,26816.434878216634
383.0,23800.160279557313,22700.208561502164,22646.034010649684,22194.90068256736,26899.845321626603
384.0,23882.39990870081,22781.7423035973,22728.119770565863,22289.82485881009,26983.320927553275
385.0,23964.86751897701,22863.57462601595,22810.5049620302,22385.131007053315,27066.861640614494
386.0,24047.56374238531,22945.70633573566,22893.190391203578,22480.81914018737,27150.46740520868
387.0,24130.48921267713,23028.138239542524,22976.176864044668,22576.889262723933,27234.13816551496
388.0,24213.644565360737,23110.871144007637,23059.465186286343,22673.341370797963,27317.87386549322
389.0,24297.03043770612,23193.905855463378,23143.05616341195,22770.175452170115,27401.674448884296
390.0,24380.647468749885,23277.24317997953,23226.950600631328,22867.391486229477,27485.539859210076
391.0,24464.496299300154,23360.883923339166,23311.149302856662,22964.9894439968,27569.470039773583
392.0,24548.57757194146,23444.828891014393,23395.653074678175,23062.96928812808,27653.46493365917
393.0,24632.89193103968,23529.078888141885,23480.46272033962,23161.3309729186,27737.524483732574
394.0,24717.440022746996,23613.63471949825,23565.57904371355,23260.074444307356,27821.64863264109
395.0,24802.2224950068,23698.49718947517,23651.00284827648,23359.199639881845,27905.83732281368
396.0,24887.239997558692,23783.66710205438,23736.73493708373,23458.706488883392,27990.090496461107
397.0,24972.493181943453,23869.145260782472,23822.77611274423,23558.594912212728,28074.40809557608
398.0,25057.982701508037,23954.9324687455,23909.127177395017,23658.86482243606,28158.79006193339
399.0,25143.709211410576,24041.029528543346,23995.788932675605,23759.5161237915,28243.23633709
400.0,25229.673368625412,24127.437242263983,24082.76217970215,23860.54871219596,28327.74686238525
401.0,25315.875831948117,24214.15641145748,24170.047719041406,23961.962475252352,28412.32157894097
402.0,25402.31726200053,24301.187837109843,24257.64635068451,24063.75729225724,28496.960427661586
403.0,25488.99832123588,24388.53231961669,24345.55887402058,24165.93303420888,28581.663349234335
404.0,25575.919673943776,24476.19065875668,24433.7860878101,24268.489563815663,28666.430284129336
405.0,25663.081986255358,24564.163653664782,24522.328790158124,24371.426735504887,28751.26117259981
406.0,25750.48592614839,24652.452102805353,24611.187778487332,24474.744395432015,28836.15595468216
407.0,25838.132163452377,24741.05680394505,24700.363849510795,24578.44238149023,28921.11457019616
408.0,25926.021369853694,24829.97855412549,24789.85779920462,24682.52052332043,29006.13695874512
409.0,26014.154218900734,24919.21814963575,24879.6704227804,24786.9786423216,29091.223059715994
410.0,26102.53138600906,25008.77638598471,24969.802514657444,24891.816551661504,29176.372812279573
411.0,26191.153548466613,25098.654057873126,25060.254868434873,24997.034056287896,29261.586155390658
412.0,26280.021385438868,25188.85195916561,25151.028276863402,25102.630952939908,29346.863027788153
413.0,26369.135577974062,25279.3708828623,25242.123531817073,25208.607030160023,29432.203367995306
414.0,26458.496809008404,25370.211621070437,25333.541424264662,25314.962068306228,29517.60711431981
415.0,26548.1057633713,25461.374964975705,25425.282744241023,25421.695839564745,29603.074204854012
416.0,26637.96312779062,25552.861704813407,25517.34828081815,25528.808107962886,29688.604577475053
417.0,26728.069590897943,25644.67262983938,25609.738822076033,25636.298629382527,29774.198169845047
418.0,26818.42584323385,25736.808528300797,25702.455155073396,25744.16715157374,29859.854919411253
419.0,26909.032577253205,25829.270187406724,25795.49806581819,25852.41341416892,29945.574763406254
420.0,26999.890487330467,25922.05839329854,25888.868339237888,25961.03714869722,30031.357638848105
421.0,27091.00026976501,26015.173931020072,25982.566759149602,26070.03807859933,30117.20348254055
422.0,27182.362622786455,26108.617584487634,26076.594108230045,26179.415919242674,30203.112231073148
423.0,27273.978246560033,26202.390136459802,26170.951167985204,26289.17037793688,30289.083820821535
424.0,27365.847843191925,26296.49236850704,26265.638718719892,26399.301153949655,30375.118187947486
425.0,27457.972116734676,26390.925060981124,26360.65753950709,26509.80793852303,30461.215268399246
426.0,27550.351773192586,26485.688992984356,26456.00840815708,26620.690414889872,30547.374997911567
427.0,27642.987520527084,26580.784942338578,26551.692101186443,26731.948258290828,30633.597312006004
428.0,27735.88006866218,26676.21368555403,26647.709393786747,26843.58113599155,30719.882145991054
429.0,27829.030129489936,26771.975997798017,26744.06105979317,26955.58870730028,30806.22943496238
430.0,27922.43841687585,26868.07265286332,26840.747871652817,27067.97062358583,30892.639113802965
431.0,28016.105646664397,26964.50442313646,26937.770600392938,27180.726528295774,30979.11111718332
432.0,28110.032536684474,27061.272079565795,27035.13001558892,27293.85605697509,31065.64537956172
433.0,28204.219806754907,27158.37639162939,27132.826885332015,27407.35883728509,31152.241835184337
434.0,28298.668178689968,27255.818127302675,27230.86197619701,27521.23448902266,31238.900418085494
435.0,28393.378376304947,27353.598053025962,27329.236053209577,27635.482624139833,31325.62106208787
436.0,28488.35112542161,27451.716933671723,27427.949879813525,27750.102846763773,31412.40370080262
437.0,28583.58715387386,27550.175532511726,27527.004217837763,27865.094753216898,31499.24826762972
438.0,28679.087191513234,27648.974611183945,27626.399827463232,27980.45793203752,31586.154695758058
439.0,28774.85197021456,27748.114929659274,27726.13746718939,28096.191964000667,31673.12291816569
440.0,28870.88222388153,27847.59724620806,27826.21789380081,28212.29642213928,31760.152867620072
441.0,28967.178688452328,27947.422317366458,27926.64186233332,28328.770871765708,31847.24447667823
442.0,29063.742101905267,28047.590897902624,28027.4101260401,28445.61487049352,31934.397677687022
443.0,29160.573204264456,28148.10374078262,28128.523436357595,28562.82796825958,32021.61240278332
444.0,29257.672737605473,28248.9615971362,28229.982542871126,28680.409707346527,32108.88858389425
445.0,29355.04144606106,28350.16521622247,28331.788193280416,28798.359622405445,32196.226152737396
446.0,29452.680075826775,28451.71534539519,28433.94113336489,28916.677240478868,32283.625040821054
447.0,29550.589375166765,28553.612730068035,28536.44210694879,29035.36208102416,32371.08517944444
448.0,29648.77009441949,28655.85811367965,28639.29185586609,29154.413655937067,32458.6064996979
449.0,29747.22298600346,28758.452237658417,28742.491119925216,29273.831469575664,32546.188932463185
450.0,29845.948804423006,28861.395841387177,28846.040636873637,29393.61501878449,32633.832408413644
451.0,29944.948306274044,28964.68966216762,28949.941142362186,29513.763792919086,32721.53685801446
452.0,30044.222250249946,29068.334435184654,29054.193369909244,29634.277273870703,32809.302211522925
453.0,30143.771397147244,29172.330893470407,29158.79805086472,29755.15493609142,32897.12839898863
454.0,30243.596509871542,29276.679767868227,29263.755914373873,29876.39624661939,32985.01535025373
455.0,30343.698353443335,29381.381786996317,29369.06768734093,29998.000665104475,33072.96299495318
456.0,30444.07769500389,29486.437677211365,29474.734094392465,30119.967643834138,33160.97126251497
457.0,30544.73530382106,29591.84816257183,29580.755857840715,30242.29662775956,33249.04008216042
458.0,30645.671951295295,29697.613964801174,29687.133697646626,30364.98705452208,33337.16938290435
459.0,30746.888410965457,29803.735803250835,29793.868331382695,30488.038354479842,33425.359093555366
460.0,30848.38545851476,29910.214394863044,29900.960474195726,30611.449950734786,33513.609142716145
461.0,30950.163871776767,30017.05045413347,30008.410838769327,30735.22125915981,33601.91945878363
462.0,31052.224430741295,30124.24469307367,30116.220135286225,30859.351688426257,33690.28996994934
463.0,31154.56791756042,30231.797821173375,30224.389071390484,30983.840640031634,33778.72060419958
464.0,31257.195116554463,30339.710545362588,30332.91835214942,31108.687508327566,33867.21128931575
465.0,31360.106814218027,30447.983569973505,30441.80868001545,31233.89168054805,33955.76195287453
466.0,31463.303799225974,30556.617596702272,30551.060754787708,31359.452536837878,34044.372522248246
467.0,31566.78686243951,30665.613324570568,30660.675273573477,31485.369450281414,34133.042924605055
468.0,31670.556796912217,30774.971449886973,30770.65293074949,31611.641786931472,34221.77308690928
469.0,31774.614397896166,30884.692666208222,30880.99441792301,31738.26890583861,34310.56293592157
470.0,31878.96046284797,30994.777664300265,30991.70042389275,31865.250159080468,34399.4123981993
471.0,31983.59579143494,31105.227132099128,31102.771634609668,31992.584891791495,34488.3214000968
472.0,32088.52118554118,31216.04175467163,31214.208733137493,32120.272442192818,34577.28986776557
473.0,32193.737449273733,31327.222214175945,31326.012399613173,32248.31214162237,34666.317727154645
474.0,32299.245388968764,31438.76918982196,31438.183311207104,32376.703314565286,34755.404904010815
475.0,32405.045813197725,31550.683357831484,31550.722142083207,32505.445278684434,34844.55132387896
476.0,32511.139532773548,31662.9653913983,31663.62956335883,32634.537344851196,34933.75691210227
477.0,32617.52736075687,31775.61596064803,31776.9062430645,32763.97881717655,35023.02159382259
478.0,32724.210112462275,31888.63573259786,31890.55284610346,32893.76899304223,35112.345293980674
479.0,32831.18860546451,32002.02537111607,32004.570034211127,33023.90716313222,35201.72793731649
480.0,32938.46365960475,32115.785536881456,32118.958465914307,33154.392611464384,35291.1694483695
481.0,33046.03609699695,32229.91688734251,32233.71879649028,33285.22461542232,35380.66975147899
482.0,33153.906742034036,32344.420076676546,32348.851677925755,33416.40244578743,35470.22877078429
483.0,33262.07642139431,32459.295755748557,32464.357758875583,33547.92536677119,35559.84643022517
484.0,33370.545964047764,32574.544572069997,32580.237684621425,33679.79263604761,35649.52265354206
485.0,33479.31620126241,32690.167169757395,32696.492097030146,33812.00350478591,35739.25736427639
486.0,33588.38796661066,32806.16418949075,32813.12163451214,33944.55721768332,35829.0504857709
487.0,33697.76209597573,32922.53626847189,32930.12693197949,34077.45301299819,35918.90194116994
488.0,33807.439427558034,33039.28404038255,33047.50862080389,34210.69012258317,36008.81165341977
489.0,33917.420801881606,33156.4081353424,33165.26732877454,34344.26777191866,36098.779545268844
490.0,34027.70706180053,33273.909179866874,33283.40368005587,34478.18518014645,36188.80553926823
491.0,34138.29905250546,33391.78779682489,33401.91829514493,34612.441560103354,36278.88955777176
492.0,34249.19762153,33510.04460539636,33520.81179082897,34747.03611835536,36369.03152293652
493.0,34360.40361875727,33628.68022102963,33640.08478014255,34881.96805523161,36459.23135672303
494.0,34471.91789642641,33747.69525539873,33759.737872324695,35017.23656485876,36549.488980895636
495.0,34583.74130913907,33867.09031636049,33879.771672775874,35152.840835195464,36639.80431702286
496.0,34695.87471386601,33986.86600791158,34000.186783014775,35288.78004806701,36730.1772864776
497.0,34808.318969953674,34107.02293014526,34120.98380063501,35425.05337920009,36820.60781043764
498.0,34921.07493913069,34227.56167920817,34242.163319261694,35561.659998257775,36911.09580988581
499.0,35034.143485514585,34348.48284725689,34363.72592850779,35698.59906887469,37001.64120561043
500.0,35147.52547561832,34469.787022414384,34485.672213930426,35835.8697486922,37092.24391820559
501.0,35261.22177835698,34591.47478872628,34608.00275698704,35973.47118939391,37182.9038680715
502.0,35375.23326505442,34713.546726117114,34730.71813499137,36111.40253674121,37273.62097541484
503.0,35489.56080944994,34836.00341034635,34853.81892106937,36249.66293060902,37364.39516024907
504.0,35604.20528770499,34958.845412964314,34977.30568411492,36388.251505021646,37455.226342394795
505.0,35719.16757840985,35082.07330126805,35101.17898874552,36527.16738818881,37546.114441480124
506.0,35834.44856259041,35205.68763825693,35225.43939525778,36666.409702541794,37637.05937694098
507.0,35950.04912371492,35329.68898258831,35350.087459582755,36805.97756476973,37728.061068021474
508.0,36065.97014770071,35454.077888532905,35475.12373324132,36945.87008585603,37819.11943377425
509.0,36182.212522921014,35578.85490593019,35600.548763299244,37086.08637111496,37910.23439306082
510.0,36298.7771402118,35704.02058014357,35726.363092322244,37226.62552022826,38001.405864551954
511.0,36415.66489287855,35829.57545201555,35852.56725833095,37367.486627282036,38092.633766728
512.0,36532.87667670315,35955.52005782267,35979.161794755666,37508.66878080364,38183.9180178793
513.0,36650.4133899507,36081.85492923046,36106.14723039112,37650.171063798756,38275.258536106456
514.0,36768.27593337647,36208.580593248196,36233.52408935106,37791.99255378857,38366.65523932081
515.0,36886.46521023274,36335.69757218359,36361.29289102272,37934.13232284704,38458.10804524469
516.0,37004.98212627573,36463.2063835974,36489.454150021265,38076.58943763832,38549.61687141187
517.0,37123.82758977263,36591.10754025788,36618.00837614402,38219.36295945424,38641.18163516791
518.0,37243.002511508406,36719.40155009523,36746.956074324735,38362.45194425201,38732.80225367051
519.0,37362.50780479291,36848.088916155815,36876.29774458764,38505.85544269183,38824.47864388992
520.0,37482.344385467826,36977.17013655646,37006.03388200147,38649.572500174814,38916.21072260926
521.0,37602.51317191366,37106.64570443847,37136.1649766334,38793.60215688088,39007.99840642496
522.0,37723.01508505687,37236.51610792177,37266.691513502854,38937.94344780679,39099.84161174712
523.0,37843.85104837682,37366.781830058746,37397.61397253521,39082.59540280426,39191.74025479986
524.0,37965.02198791292,37497.443348788176,37528.93282851558,39227.55704661817,39283.694251621724
525.0,38086.528832271724,37628.50113688898,37660.64855104226,39372.82739892491,39375.70351806612
526.0,38208.37251263401,37759.955661933986,37792.761604480285,39518.40547437072,39467.76796980163
527.0,38330.5539627619,37891.807386243454,37925.2724479149,39664.2902826102,39559.887522312434
528.0,38453.07411900612,38024.05676683874,38058.18153510481,39810.48082834489,39652.06209089869
529.0,38575.93392031307,38156.704255395736,38191.489314435574,39956.976111361815,39744.29159067697
530.0,38699.13430823207,38289.75029819831,38325.196228872715,40103.775126572364,39836.5759365806
531.0,38822.67622692252,38423.19533609168,38459.30271591496,40250.876864050886,39928.91504336013
532.0,38946.56062316125,38557.039804435655,38593.80920754725,40398.28030907374,40021.30882558364
533.0,39070.78844634963,38691.284133057954,38728.71613019382,40545.98444215814,40113.757197637235
534.0,39195.360648520975,38825.928746207326,38864.023904671136,40693.98823910109,40206.2600737254
535.0,39320.27818434774,38960.974062506735,38999.732946140815,40842.290671018636,40298.81736787143
536.0,39445.54201114894,39096.420494906386,39135.84366406252,40990.8907043848,40391.42899391781
537.0,39571.15308889738,39232.26845063682,39272.356462146694,41139.787301070945,40484.094865526684
538.0,39697.11238022707,39368.51833116184,39409.271738307434,41288.97941838484,40576.81489618019
539.0,39823.42085044058,39505.17053213148,39546.58988461511,41438.46600911014,40669.58899918097
540.0,39950.079467516494,39642.225443334966,39684.31128724916,41588.24602154565,40762.41708765249
541.0,40077.08920211674,39779.68344865351,39822.43632645063,41738.31839954472,40855.29907453958
542.0,40204.451027594085,39917.54492601319,39960.96537647486,41888.68208255476,40948.234872608686
543.0,40332.1659199996,40055.81024733775,40099.898805544035,42039.336005656674,41041.22439444848
544.0,40460.23485809011,40194.479778501394,40239.23697579976,42190.27909960452,41134.26755247018
545.0,40588.65882333569,40333.55387928153,40378.980243255566,42341.51029086493,41227.364258908005
546.0,40717.43879992723,40473.032903311534,40519.12895774945,42493.02850165688,41320.51442581959
547.0,40846.57577478394,40612.917198033414,40659.68346289633,42644.83264999128,41413.71796508644
548.0,40976.070737560905,40753.207104650624,40800.64409604056,42796.92164971071,41506.97478841437
549.0,41105.92468065675,40893.90295808063,40942.01118820836,42949.29441052911,41600.28480733391
550.0,41236.13859922113,41035.005086907695,41083.78506406026,43101.94983807152,41693.64793320083
551.0,41366.7134911624,41176.51381333553,41225.96604184361,43254.88683391402,41787.06407719643
552.0,41497.650357155326,41318.429453139965,41368.55443334497,43408.10429562327,41880.533150328134
553.0,41628.950200648665,41460.752315621656,41511.550543842546,43561.60111679659,41974.055063429856
554.0,41760.614027872885,41603.482703558766,41654.95467205871,43715.376187101705,42067.62972716248
555.0,41892.642847847914,41746.62091315966,41798.7671101124,43869.42839231664,42161.257052014305
556.0,42025.03767239082,41890.167234015644,41942.988143471615,44023.75661436956,42254.93694830146
557.0,42157.79951612358,42034.12194905363,42087.6180509059,44178.35973137875,42348.66932616844
558.0,42290.929396480904,42178.48533448895,42232.65710443882,44333.2366176925,42442.45409558847
559.0,42424.42833371792,42323.25765977809,42378.10556930057,44488.38614392902,42536.291166364026
560.0,42558.29735091812,42468.43918757149,42523.963703880414,44643.80717701635,42630.180448127314
561.0,42692.53747400111,42614.03017366639,42670.231759679344,44799.49858023235,42724.12185034063
562.0,42827.14973173055,42760.03086695964,42816.90998126269,44955.45921324461,42818.115282296945
563.0,42962.135155721946,42906.441509400654,42963.99860621272,45111.68793215038,42912.160653120314
564.0,43097.49478045062,43053.26233594432,43111.49786508139,45268.18358951656,43006.25787176634
565.0,43233.22964325964,43200.49357450394,43259.407981343014,45424.945034419565,43100.40684702268
566.0,43369.34078436773,43348.135445904365,43407.7291713471,45581.971112485335,43194.607487509486
567.0,43505.829246877256,43496.188163834944,43556.46164427116,45739.26066592916,43288.85970167989
568.0,43642.69607678225,43644.651934802794,43705.60560207359,45896.81253359573,43383.163397820485
569.0,43779.94232297641,43793.52695808586,43855.161239446614,46054.6255509989,43477.518484051834
570.0,43917.56903726108,43942.81342568628,44005.128743769325,46212.6985503617,43571.924868328904
571.0,44055.57727435343,44092.51152228368,44155.50829506069,46371.03036065612,43666.382458441556
572.0,44193.96809189443,44242.62142518855,44306.30006593278,46529.619807643016,43760.8911620151
573.0,44332.74255045699,44393.14330429569,44457.50422154394,46688.46571391194,43855.450886510676
574.0,44471.901713554114,44544.07732203787,44609.120919552035,46847.56689892094,43950.06153922583
575.0,44611.44664764704,44695.42363333936,44761.150310067984,47006.92217903635,44044.72302729498
576.0,44751.378422153386,44847.18238556965,44913.59253560905,47166.53036757263,44139.43525768991
577.0,44891.69810945536,44999.35371849735,45066.4477310525,47326.390274832025,44234.19813722024
578.0,45032.406784907995,45151.93776424397,45219.716023589244,47486.500708144275,44329.011572534
579.0,45173.50552684736,45304.934647238064,45373.39753267753,47646.86047190633,44423.875470118015
580.0,45314.99541659885,45458.34448416918,45527.49236999686,47807.46836762203,44518.78973629855
581.0,45456.87753848547,45612.16738394222,45682.00063940193,47968.32319394163,44613.75427724174
582.0,45599.15297983612,45766.40344763167,45836.922436876644,48129.42374670146,44708.768998954016
583.0,45741.82283099399,45921.05276843606,45992.2578504884,48290.76881896341,44803.83380728279
584.0,45884.8881853248,46076.11543163254,46148.00696034227,48452.357201054416,44898.94860791685
585.0,46028.35013922532,46231.59151453155,46304.16983853552,48614.187680606,44994.113306386906
586.0,46172.20979213165,46387.48108643165,46460.74654911216,48776.25904259355,45089.32780806607
587.0,46316.46824652772,46543.78420857441,46617.73714801755,48938.57006937581,45184.59201817044
588.0,46461.126607953775,46700.50093409956,46775.14168305331,49101.119540734115,45279.90584175959
589.0,46606.18598501468,46857.63130800013,46932.960193832216,49263.90623391169,45375.269183737066
590.0,46751.647489388604,47015.17536707791,47091.19271173336,49426.92892365287,45470.68194885096
591.0,46897.512235835435,47173.133139898826,47249.83925985739,49590.18638224223,45566.14404169438
592.0,47043.78134220537,47331.50464674878,47408.89985298188,49753.67737954373,45661.65536670603
593.0,47190.45592944744,47490.28989958933,47568.37449751695,49917.40068303977,45757.21582817072
594.0,47337.53712161812,47649.488902013734,47728.263191460996,50081.355057870125,45852.825330219915
595.0,47485.02604588997,47809.10164920312,47888.56592435651,50245.53926687094,45948.4837768322
596.0,47632.92383256024,47969.12812788276,48049.28267724631,50409.95207061361,46044.19107183395
597.0,47781.23161505953,48129.56831627863,48210.41342262958,50574.59222744354,46139.94711889969
598.0,47929.95052996048,48290.42218407405,48371.95812441845,50739.45849351889,46235.751821552854
599.0,48079.081716986526,48451.68969236656,48533.916737894586,50904.549622849314,46331.60508316611
600.0,48228.62631902054,48613.370793624985,48696.28920966591,51069.86436733452,46427.506806962076
601.0,48378.5854821137,48775.465431646655,48859.07547762364,51235.40147680283,46523.456896013755
602.0,48528.96035549419,48937.97354151489,49022.27547089957,51401.159699049604,46619.45525324515
603.0,48679.75209157603,49100.89504955664,49185.889109823314,51567.1377798757,46715.5017814318
604.0,48830.96184596792,49264.22987330029,49349.916305880004,51733.33446312581,46811.59638320129
605.0,48982.59077748209,49427.97792143382,49514.35696166809,51899.74849072662,46907.73896103389
606.0,49134.64004814315,49592.139093763006,49679.21097085739,52066.37860272506,47003.929417263
607.0,49287.11082319709,49756.71328116997,49844.478218147284,52233.22353732631,47100.16765407588
608.0,49440.004271120095,49921.70036557193,50010.15857922533,52400.282030931936,47196.45357351401
609.0,49593.32156362754,50087.100219880114,50176.251920725794,52567.55281817772,47292.7870774738
610.0,49747.063875683016,50252.91270795899,50342.75810018877,52735.0346319715,47389.168067707054
611.0,49901.232385507275,50419.137684585694,50509.676966019266,52902.72620353101,47485.596445821706
612.0,50055.82827458728,50585.77499540972,50677.00835744671,53070.62626242147,47582.072113282135
613.0,50210.85272768526,50752.82447691285,50844.752104484614,53238.73353659325,47678.594971409984
614.0,50366.30693284781,50920.28595636934,51012.90802789044,53407.04675241928,47775.16492138455
615.0,50522.192081414956,51088.15925180636,51181.47593912598,53575.56463473255,47871.7818642435
616.0,50678.50936802932,51256.44417196473,51350.455640317654,53744.28590686337,47968.44570088334
617.0,50835.25999064524,51425.140516259846,51519.84692421732,53913.20929067659,48065.156332060054
618.0,50992.445150537984,51594.24807474298,51689.64957416329,54082.33350660876,48161.91365838969
619.0,51150.06605231294,51763.76662806278,51859.86336404162,54251.65727370515,48258.71758034891
620.0,51308.123903914864,51933.6959474271,52030.488058247676,54421.17930965664,48355.56799827559
621.0,51466.61991663712,52104.03579456507,52201.52341164798,54590.89833083667,48452.464812369406
622.0,51625.55530513095,52274.785921689545,52372.96916954242,54760.81305233788,48549.40792269244
623.0,51784.931287414794,52445.94607145972,52544.82506762665,54930.92218800874,48646.39722916976
624.0,51944.749084883675,52617.51597694417,52717.0908319549,55101.22445049015,48743.43263159001
625.0,52105.00992231846,52789.49536158411,52889.766178903,55271.71855125182,48840.51402960601
626.0,52265.71502789533,52961.88393915706,53062.850815131824,55442.40320062864,48937.64132273535
627.0,52426.865633195164,53134.681413740705,53236.34443755091,55613.27710785688,49034.814410361025
628.0,52588.462973212976,53307.8874796772,53410.24673328257,55784.33898111025,49132.03319173193
629.0,52750.50828636737,53481.501821537706,53584.557379626145,55955.58752753603,49229.29756596363
630.0,52913.00281451004,53655.524114087246,53759.27604402281,56127.02145329083,49326.60743203882
